id,default
150367,0.030314926396341944
122867,0.14076982888144496
164770,0.08205079064912119
70501,0.060370164238092064
130040,0.017919029405889964
4076,0.13197167504550386
56132,0.006728835601994183
117374,0.28308108162445206
65620,0.13539044775954173
86410,0.022345397225022275
16005,0.23974085982227683
28200,0.054166596482843214
33866,0.05263990550254214
65828,0.024446114745660146
165892,0.11358785795779475
31999,0.1372492734834732
89401,0.03818282964710633
58914,0.23158982271030232
43730,0.20396201903739264
111015,0.09721920859929917
31834,0.029277641090917253
146019,0.04860904932305797
156998,0.044111548783780916
83722,0.07104702069621141
108473,0.06880115236346716
11582,0.055959768314009006
114297,0.03485859490557642
130099,0.06112315545404793
111475,0.01812477751747108
130304,0.061072680862382725
50027,0.08503710002989535
63587,0.2661298279043789
2529,0.04711815769197805
179678,0.043632438234175425
100942,0.053886036743504576
122531,0.07051191076830132
11266,0.07011189282910693
33658,0.13479337205810182
145922,0.025099331120491314
9458,0.052319162418010046
10718,0.14854882790530813
86209,0.25182589541338635
55513,0.71016522687505314
107363,0.12167763741069283
69593,0.14089311939094973
10173,0.09551892736587791
19227,0.045401839993217875
29827,0.03143659856556298
86419,0.07338661618318193
171226,0.07853984206648795
75221,0.04509868540841448
55363,0.09890554905291103
135415,0.06148205395039138
67467,0.16869132402635173
84972,0.089631310884005
129089,0.07252170984895287
159073,0.21168879693264842
83045,0.17132796678981244
179505,0.06953578008799947
54761,0.09783255930441218
62057,0.12561366428682486
138392,0.05400697167619156
139038,0.09778198704441406
29951,0.03493189920716476
24448,0.0220020473765167
3776,0.29443283980755763
44406,0.10259588588031329
116626,0.10059486743677587
8247,0.10288808396779194
62892,0.16256057216163966
21652,0.14331369069823863
74713,0.12710223187542222
65968,0.1711617903423663
53835,0.14673500404952627
24931,0.044095910704208124
59861,0.05803744581059121
90190,0.030823919760071
71302,0.07251383985910886
91717,0.07469606088542262
42150,0.06713898460271597
164101,0.07958802126439785
137588,0.2877246775333798
61018,0.016998727535124717
45328,0.14827010085254777
75498,0.26307754736896605
161911,0.061607379611233644
163752,0.02228138130698181
130715,0.75064736111628536
88996,0.19274008274598237
12902,0.040303194762099676
46380,0.25408230241071748
62860,0.18225464928149307
53375,0.011076264720411268
67765,0.12071658580910882
22309,0.10383335304656052
48125,0.2520117574465236
139223,0.13577212419477935
5120,0.04254683643409225
7933,0.09734304328543418
50435,0.16861788478899364
88044,0.09454721192444697
173421,0.13066146299777995
163982,0.03720230354355186
130069,0.03755119777810796
92756,0.04174776072117735
26112,0.02914893398010979
159248,0.11458840268183197
146883,0.07225933865279821
46450,0.13696538522932272
64820,0.0037478005255601595
27009,0.10045755246030434
8025,0.15823651600169356
129231,0.044935625909352975
28258,0.1694801188941127
6760,0.18665180607568585
46338,0.0320271827263218
83003,0.19087538433558898
70565,0.019437894218628668
88005,0.12476992555621552
125883,0.08615543888189432
16936,0.2699186377626153
48729,0.2191827870133447
24565,0.22873921800978175
92682,0.042330696754018224
84620,0.03366352023837253
101237,0.2025930416175839
110079,0.05951609574788721
32604,0.14499695494953124
127573,0.17580754784374253
169874,0.04795747172238225
19674,0.2338770682578972
39627,0.1940724306851624
61218,0.04029213126096142
54957,0.18011092993430722
40496,0.06311610180461723
523,0.0891419328107866
23846,0.15600452359276246
97747,0.043416869841129385
107038,0.056774571366918575
123670,0.06376530547884275
35351,0.025801931965979144
44432,0.13653424196068345
32191,0.03635694868902046
74835,0.03208291503314887
131676,0.023705017438930255
80660,0.124989967404523
13804,0.07527660440402686
149867,0.08529685119650547
31152,0.17049602997666657
60558,0.25838302682121189
73010,0.09425676487717255
30302,0.23508765223483918
54288,0.25018430411015631
48313,0.2435619757612534
16928,0.14665751425421275
83127,0.13210438333547386
174180,0.08469551924472798
20836,0.07214615479428854
9669,0.2109653737542172
78749,0.25019711479431715
95521,0.01608024785026179
81824,0.0645226171933093
136445,0.2604989101406227
